query,region,correct,wrong,F1_correct,F1_wrong,IoU_correct,IoU_wrong,building_prob_correct,building_prob_wrong,building_recall_correct,building_recall_wrong,F1_wrong_minus_correct,mean_wrong_minus_correct,mean_absolute_probability_difference,foreground_ratio_difference@0.5,spatial_binary_disagreement@0.5
Q-urban-2-4m,urban,P3-4m,W-field-4m,0.0,0.0,0.0,0.0,1.4918679880793206e-05,0.001552005996927619,0.0,0.0,0.0,0.006415357813239098,0.006415357813239098,0.0,0.0
Q-outskirts-1-1m,outskirts,P1-1m,W-vegetation-1m,0.0,0.0,0.0,0.0,0.1653190553188324,0.094629667699337,0.0,0.0,0.0,0.40428099036216736,0.4047433137893677,0.3937225341796875,0.3937225341796875
Q-outskirts-1-1m,outskirts,P1-1m,W-field-1m,0.0,0.0,0.0,0.0,0.1653190553188324,0.04584340378642082,0.0,0.0,0.0,0.30869001150131226,0.30904504656791687,0.22079849243164062,0.22079849243164062
Q-outskirts-1-1m,outskirts,P2-1m,W-vegetation-1m,0.0,0.0,0.0,0.0,0.13154350221157074,0.094629667699337,0.0,0.0,0.0,0.41559454798698425,0.4156670868396759,0.3937225341796875,0.3937225341796875
Q-outskirts-1-1m,outskirts,P2-1m,W-field-1m,0.0,0.0,0.0,0.0,0.13154350221157074,0.04584340378642082,0.0,0.0,0.0,0.32000356912612915,0.3202184736728668,0.22079849243164062,0.22079849243164062
Q-outskirts-1-1m,outskirts,P3-1m,W-vegetation-1m,0.0,0.0,0.0,0.0,0.022502150386571884,0.094629667699337,0.0,0.0,0.0,0.4098212718963623,0.4099341630935669,0.3937225341796875,0.3937225341796875
Q-outskirts-1-1m,outskirts,P3-1m,W-field-1m,0.0,0.0,0.0,0.0,0.022502150386571884,0.04584340378642082,0.0,0.0,0.0,0.3142302632331848,0.31423068046569824,0.22079849243164062,0.22079849243164062
Q-outskirts-1-1.5m,outskirts,P1-1.5m,W-vegetation-1.5m,0.0,4.3605918776708624e-05,0.0,2.1803434767757082e-05,0.03532339632511139,0.1576225310564041,0.0,0.02631578947368421,4.3605918776708624e-05,0.47779273986816406,0.477814257144928,0.5244522094726562,0.5244522094726562
Q-outskirts-1-1.5m,outskirts,P1-1.5m,W-field-1.5m,0.0,0.0,0.0,0.0,0.03532339632511139,0.07405450940132141,0.0,0.0,0.0,0.3477367162704468,0.34780797362327576,0.2711906433105469,0.2711906433105469
Q-outskirts-1-1.5m,outskirts,P2-1.5m,W-vegetation-1.5m,0.0,4.3605918776708624e-05,0.0,2.1803434767757082e-05,0.07222767919301987,0.1576225310564041,0.0,0.02631578947368421,4.3605918776708624e-05,0.35455623269081116,0.3545875549316406,0.5212135314941406,0.5212135314941406
Q-outskirts-1-1.5m,outskirts,P2-1.5m,W-field-1.5m,0.0,0.0,0.0,0.0,0.07222767919301987,0.07405450940132141,0.0,0.0,0.0,0.22450026869773865,0.22457897663116455,0.26795196533203125,0.26795196533203125
Q-outskirts-1-1.5m,outskirts,P3-1.5m,W-vegetation-1.5m,0.0,4.3605918776708624e-05,0.0,2.1803434767757082e-05,0.03526197746396065,0.1576225310564041,0.0,0.02631578947368421,4.3605918776708624e-05,0.4526402950286865,0.45473989844322205,0.5244522094726562,0.5244522094726562
Q-outskirts-1-1.5m,outskirts,P3-1.5m,W-field-1.5m,0.0,0.0,0.0,0.0,0.03526197746396065,0.07405450940132141,0.0,0.0,0.0,0.3225843012332916,0.32486963272094727,0.2711906433105469,0.2711906433105469
Q-outskirts-1-2m,outskirts,P1-2m,W-vegetation-2m,0.0,0.0,0.0,0.0,0.016115158796310425,0.04064125195145607,0.0,0.0,0.0,0.33952265977859497,0.3407818675041199,0.3389396667480469,0.3389396667480469
Q-outskirts-1-2m,outskirts,P1-2m,W-field-2m,0.0,0.0,0.0,0.0,0.016115158796310425,0.023326406255364418,0.0,0.0,0.0,0.2693519592285156,0.2703545093536377,0.18353271484375,0.18353271484375
Q-outskirts-1-2m,outskirts,P2-2m,W-vegetation-2m,0.0,0.0,0.0,0.0,0.013026762753725052,0.04064125195145607,0.0,0.0,0.0,0.3397676944732666,0.3398047685623169,0.3389396667480469,0.3389396667480469
Q-outskirts-1-2m,outskirts,P2-2m,W-field-2m,0.0,0.0,0.0,0.0,0.013026762753725052,0.023326406255364418,0.0,0.0,0.0,0.26959699392318726,0.2696651220321655,0.18353271484375,0.18353271484375
